text,label
目的探讨旋覆代赭汤合丹参饮加减治疗慢性萎缩性胃炎疗效,"{'旋覆代赭汤合丹参饮加减': '方剂', '慢性萎缩性胃炎': '西医诊断'}"
功能性消化不良；柴胡疏肝散；多潘立酮；胃动素；促肾上腺皮质激素释放激素；瘦素,"{'功能性消化不良': '西医诊断', '柴胡疏肝散': '方剂'}"
四逆散加味联合布拉氏酵母菌治疗小儿功能性消化不良的临床疗效及对血清细胞因子的影响,"{'布拉氏酵母菌': '西医治疗', '小儿功能性消化不良': '西医诊断'}"
仿姜师“截断扭转”疗法，方宗桃核承气汤化裁，药用：大黄３０ｇ，桃仁１５ｇ，芒硝（冲）１０ｇ，车前草５０ｇ，水牛角（先煎）１５ｇ，牛黄（冲）０,"{'桃核承气汤': '方剂', '大黄': '中药', '桃仁': '中药', '芒硝': '中药', '车前草': '中药', '水牛角': '中药', '牛黄': '中药'}"
穴位敷贴联合胃炎片治疗功能性消化不良临床研究,"{'穴位敷贴': '中医治疗', '功能性消化不良': '西医诊断'}"
结果：解郁和胃汤配合西沙比利片，对于治疗功能性消化不良伴焦虑可以达到起效快、标本兼治的目的,"{'西沙比利片': '西医治疗', '功能性消化不良伴焦虑': '西医诊断'}"
治疗组口服四逆散加味中药汤剂，对照组口服耐信和吗丁啉片，２组疗程均为４周,{'四逆散加味': '方剂'}
方法将患者随机分为两组，治疗组３０例予以穴位埋线配合太极拳运动治疗，对照组２５例口服莫沙必利片治疗,{'穴位埋线': '中医治疗'}
茵陈３０ｇ,{'茵陈': '中药'}
藿香、厚朴芳香化浊,"{'藿香': '中药', '厚朴': '中药'}"
急则治标，治以养阴清热，化瘀止血,"{'养阴清热': '中医治则', '化瘀止血': '中医治则'}"
方法：选取２０１４年４月～２０１５年４月于我科室就诊的诊断为功能性消化不良的患者６０例，按随机数字表法分为治疗组和对照组各３０例，治疗组给予参柴胃苏胶囊联合多潘立酮治疗，对照组单独应用多潘立酮治疗,"{'功能性消化不良': '西医诊断', '参柴胃苏胶囊': '中医治疗'}"
功能性消化不良；柔肝利胆；中药复方；胃动素检测；Ｂ超检查。,{'功能性消化不良': '西医诊断'}
治疗后，两组患者胃刺痛、倦怠乏力、胃脘胀满和食少纳呆症候评分均较同组治疗前显著降低（Ｐ＜０,"{'胃刺痛': '临床表现', '倦怠乏力': '临床表现', '胃脘胀满': '临床表现', '食少纳呆': '临床表现'}"
方用茵陈蒿汤清热利湿，为治疗黄疸之主方,"{'茵陈': '中药', '清热利湿': '中医治则'}"
结果膏方调治脾虚肝乘型慢性萎缩性胃炎临床总有效率为８７,"{'脾虚肝乘': '中医证候', '慢性萎缩性胃炎': '西医诊断'}"
目的探讨梅花灸配合心理干预对脾胃气虚型功能性消化不良伴抑郁症患者睡眠质量及负面情绪的影响,"{'梅花灸': '中医治疗', '心理干预': '其他治疗', '脾胃气虚': '中医证候', '功能性消化不良伴抑郁症': '西医诊断'}"
脉象弦细，舌红少津、苔薄黄,"{'脉象弦细': '临床表现', '舌红少津': '临床表现', '苔薄黄': '临床表现'}"
无恶寒发热,{'发热': '临床表现'}
自述小便不利，下肢冷，舌红苔薄白，脉弦，配以行气利水，上方加猪茯苓各１５ｇ，桂枝１０ｇ，６剂,"{'下肢冷': '临床表现', '苔薄白': '临床表现', '猪茯苓': '中药', '桂枝': '中药'}"
运肠润通汤治疗脾气虚弱型功能性便秘临床效果分析,"{'运肠润通汤': '方剂', '脾气虚弱': '中医证候', '功能性便秘': '西医诊断'}"
联合针灸疗法和雷贝拉唑治疗功能性消化不良的研究,"{'针灸疗法': '中医治疗', '功能性消化不良': '西医诊断'}"
结论益气养阴方治疗慢性功能性便秘（气阴两虚证）临床疗效确切，可以明显改善患者临床症状，更好地缩短每次排便时间，改善排便不尽感，提高患者生活质量，安全可靠,"{'益气养阴方': '方剂', '慢性功能性便秘': '西医诊断', '气阴两虚': '中医证候'}"
目的：观察健脾疏肝复方对功能性消化不良患者的疗效,{'功能性消化不良': '西医诊断'}
方法将１２８例Ｈｐ相关性ＣＮＡＧ患者随机分为２组，对照组６４例采用Ｈｐ感染根治四联疗法治疗１４ｄ，治疗组６４例予复方嗜乳酸杆菌片联合半夏泻心汤加减口服治疗４周,{'复方嗜乳酸杆菌片': '西医治疗'}
腹泻型肠易激综合征，参苓白术散，艾灸,"{'腹泻型肠易激综合征': '西医诊断', '艾灸': '中医治疗'}"
穴位埋线配合耳穴贴压治疗功能性便秘疗效观察,"{'穴位埋线': '中医治疗', '功能性便秘': '西医诊断'}"
结论自拟疏肝健脾化浊汤联合多烯磷脂酰胆碱治疗新发ＮＡＦＬＤ患者能够显著改善临床症状，调节血脂紊乱，保护肝功能，机制可能与抑制炎性反应、促进氧化－抗氧化系统平衡有关,{'多烯磷脂酰胆碱': '西医治疗'}
脾胃湿热型；慢性萎缩性胃炎；半夏泻心汤；加减辨治；炎性反应；免疫功能；疗效；不良反应,"{'脾胃湿热': '中医证候', '慢性萎缩性胃炎': '西医诊断'}"
结论：胃萎方治疗ＣＡＧ脾虚瘀滞证能够显著改善患者的临床症状，有效逆转胃黏膜的萎缩、肠化、异型增生等病理变化，且安全性良好,{'脾虚瘀滞': '中医证候'}
方法将９０例慢性萎缩性胃炎患者随机平均分为２组，对照组给予胃复春片口服治疗，观察组给予益生菌联合化痰消瘀汤口服治疗，２组疗程均为３个月,"{'慢性萎缩性胃炎': '西医诊断', '益生菌': '方剂'}"
保肝消脂汤联合二甲双胍辨证治疗非酒精性脂肪肝临床研究,"{'二甲双胍': '西医治疗', '非酒精性脂肪肝': '西医诊断'}"
目的验证针刺安神和胃法治疗功能性消化不良的临床疗效,"{'安神和胃': '中医治则', '功能性消化不良': '西医诊断'}"
扶正不忘祛邪，故又以丹皮、茯苓、泽泻等泻火利湿，以泻肾浊,"{'丹皮': '中药', '茯苓': '中药', '泽泻': '中药'}"
金钱草清热而不败胃，利尿去湿而不伤阴,{'金钱草': '中药'}
柴枳平肝汤；功能性消化不良；肝胃不和证；５－羟色胺；生长抑素,"{'柴枳平肝汤': '方剂', '功能性消化不良': '西医诊断', '肝胃不和': '中医证候'}"
近半月上述症状复发加重，伴纳呆、便溏,"{'纳呆': '临床表现', '便溏': '临床表现'}"
功能性消化不良是一组持续或反复发作的以上腹部疼痛或胀满、早饱、恶心、嗳气、呕吐为主要表现，内镜、影像学及生化检查无明显异常的症候群,"{'功能性消化不良': '西医诊断', '上腹部疼痛': '临床表现', '早饱': '临床表现', '恶心': '临床表现', '呕吐': '临床表现'}"
目的：观察电针治疗联合健脾祛湿方对２型糖尿病（Ｔ２ＤＭ）合并非酒精性脂肪肝（ＮＡＦＬＤ）患者的临床疗效,"{'电针': '中医治疗', '健脾祛湿方': '方剂', '非酒精性脂肪肝': '西医诊断'}"
脂肪肝／中医药疗法，疏肝解郁药／治疗应用，活血祛瘀药／治疗应用，＠疏肝降脂片,{'疏肝降脂片': '中医治疗'}
结论：中药基于＂寒热虚实＂辨证治疗功能性消化不良，可改善患者的临床症状，效果明显优于安慰剂，且安全性良好,{'功能性消化不良': '西医诊断'}
以临床症状改善及胃镜病理检查判断疗效，结果显示血府逐瘀胶囊治疗瘀血型慢性萎缩性胃炎疗效明显优于西药对照组,"{'瘀血': '中医证候', '慢性萎缩性胃炎': '西医诊断'}"
补气健脾升清法治疗糖尿病性功能性消化不良,{'糖尿病性功能性消化不良': '西医诊断'}
诊断：西医为肝硬化失代偿期，中医辨证属虚瘀交错、血瘀肝硬，脾肾两虚，水津不化，治以培补脾肾，祛瘀化癥，利水消肿,{'肝硬化': '西医诊断'}
本例之关键在于手术２次后局部产生粘连：患者往往反复发作发热、黄疸，残留结石造成久不治愈，中医药辨证施治是可以取得满意疗效的，也是祖国医学的优势之一,{'发热': '临床表现'}
Ｂ组采用针刺治疗,{'针刺': '中医治疗'}
“馨饪之邪”停滞中焦，气机上下阻隔，胃浊不降，故而厌食、纳呆,{'厌食': '中医诊断'}
加味柴胡疏肝散；奥美拉唑；莫沙必利；胃食管反流病,{'胃食管反流病': '西医诊断'}
０１），而对照组治疗后上腹痛、纳差的症状积分无明显改变（Ｐ＜０,"{'上腹痛': '临床表现', '纳差': '临床表现'}"
１９９４年１１月始发腹大胀满，伴有目黄、尿黄、身黄，急来我院就诊，门诊以水臌、肝硬化腹水收入我病区,"{'腹大': '临床表现', '尿黄': '临床表现', '身黄': '临床表现', '水臌': '中医诊断'}"
提示：疏肝降脂片治疗非酒精性脂肪肝的疗效优于西医常规治疗，在中医症侯的改善上优于西医治疗．,"{'疏肝降脂片': '中医治疗', '非酒精性脂肪肝': '西医诊断'}"
针刺结合中药灌肠治疗虚证便秘临床研究,"{'中药灌肠': '中医治疗', '虚证便秘': '西医诊断'}"
方用苓桂术甘汤合附子粳米汤加减：茯苓２０ｇ，桂枝１５ｇ，炒白术１５ｇ，附子１０ｇ（先煎），半夏１０ｇ，山药２０ｇ，炙甘草１０ｇ，仙鹤草３０ｇ，７剂水煎服,"{'苓桂术甘汤合附子粳米汤加减': '方剂', '茯苓': '中药', '桂枝': '中药', '炒白术': '中药', '附子': '中药', '半夏': '中药', '山药': '中药', '炙甘草': '中药'}"
治则：清热祛湿、健脾利胆,"{'清热祛湿': '中医治则', '健脾利胆': '中医治则'}"
抗病毒治疗慢性乙型肝炎合并非酒精性脂肪肝疗效观察,{'非酒精性脂肪肝': '西医诊断'}
慢性萎缩性胃炎是常见的消化系统疾病，与胃癌的发生密切相关，目前尚无有效的治疗方法。２０１０－０２－２０１４－０４，我们应用活血清胃汤联合辨证食疗治疗慢性萎缩性胃炎６０例，并与活血清胃汤联合常规饮食治疗６０例对照观察，结果如下。,"{'慢性萎缩性胃炎': '西医诊断', '辨证食疗': '中医治疗'}"
目的：探讨中药化痰活血方加减治疗非酒精性脂肪肝的临床疗效,"{'化痰活血方加减': '方剂', '非酒精性脂肪肝': '西医诊断'}"
目的观察藻鳖软肝汤对非酒精性脂肪肝病的临床疗效,{'非酒精性脂肪肝病': '西医诊断'}
胃癌前病变；夏连薏英汤；湿热中阻型；苦辛开降,"{'夏连薏英汤': '方剂', '湿热中阻': '中医证候'}"
见厌油、恶心，右胁隐痛，倦怠乏力，饮食不进，卧床不起,{'乏力': '临床表现'}
连进１０余剂症状悉减，五诊后黄疸、苔色消退，饮食增进，大便转好，临床表现消失,"{'黄疸': '临床表现', '饮食增进': '临床表现', '大便': '临床表现'}"
党参１２ｇ,{'党参': '中药'}
功能性消化不良；针刺疗法；辨证选穴；随机对照试验,{'功能性消化不良': '西医诊断'}
组间治疗后比较，胃脘胀满、胃脘疼痛、嗳气泛酸和饮食减少积分差异有统计学意义（Ｐ＜０,{'胃脘胀满': '临床表现'}
方法：选择２０１７年２月～２０１８年１０月我院消化内科收诊的慢性萎缩性胃炎患者９０例，根据Ｅｘｃｅｌ随机表格法分为对照组和观察组，对照组４５例，观察组４５例,{'慢性萎缩性胃炎': '西医诊断'}
结论：＂三穴三法＂推拿可以改善气滞型功能性便秘患者的症状，提高患者的生活质量,"{'推拿': '中医治疗', '气滞': '中医证候', '功能性便秘': '西医诊断'}"
１９９５～２００４年，笔者应用自拟蒲连复胃汤治疗慢性浅表性胃炎、慢性萎缩性胃炎、胃及十二指肠壶腹部溃疡及胆囊炎、胆结石等胆胃病２７例，现报告如下．,"{'蒲连复胃汤': '方剂', '慢性浅表性胃炎': '西医诊断', '慢性萎缩性胃炎': '西医诊断', '胃及十二指肠壶腹部溃疡': '西医诊断', '胆囊炎': '西医诊断'}"
“一式三法”治疗儿童功能性便秘５３例,{'儿童功能性便秘': '西医诊断'}
开胃进食汤超微配方颗粒治疗痞满证的多中心临床研究,"{'开胃进食汤超微配方颗粒': '中医治疗', '痞满证': '中医诊断'}"
并伴有早饱、嗳气、烧心、厌食、恶心、呕吐、反胃等症状群为主要临床表现,"{'早饱': '临床表现', '嗳气': '临床表现', '烧心': '临床表现', '厌食': '临床表现', '恶心': '临床表现', '呕吐': '临床表现', '反胃': '临床表现'}"
现症：反复剑下及右上腹痛，向背部放射，伴畏寒（有时寒战）、高热（３９℃～４０℃），乏力，纳差，口干苦，大便不畅，舌质红，苔黄厚腻，脉沉滑,"{'反复剑下及右上腹痛，向背部放射': '临床表现', '畏寒（有时寒战）': '临床表现', '高热': '临床表现', '乏力': '临床表现', '纳差': '临床表现', '口干苦': '临床表现', '大便不畅': '临床表现', '苔黄厚腻': '临床表现', '脉沉滑': '临床表现'}"
③中西医结合综合治疗方案治疗ＩＢＳ肝郁脾虚证，随着治疗时间的增加，疗效显著提高，以治疗３０天疗效最佳,{'肝郁脾虚': '中医证候'}
氟西汀联合西沙比利治疗社区功能性消化不良患者临床观察,"{'西沙比利': '西医治疗', '功能性消化不良': '西医诊断'}"
于１０－２１请陈师诊治，症见：全身皮肤、巩膜黄染，鲜黄如橘，神情倦怠，卧床不起，胁肋胀痛，触之灼热，厌食，腹胀，口苦，恶心，大便５ｄ未解，小便短赤涩痛，舌红绛、苔厚腻，脉弦数,"{'巩膜黄染': '临床表现', '神情倦怠': '临床表现', '卧床不起': '临床表现', '胁肋胀痛': '临床表现', '触之灼热': '临床表现', '厌食': '临床表现', '腹胀': '临床表现', '口苦': '临床表现', '恶心': '临床表现', '小便短赤涩痛': '临床表现', '苔厚腻': '临床表现', '脉弦数': '临床表现'}"
［方法］选取老年功能性便秘早期住院病人１８０例，根据随机抽签原则分为治疗组与对照组各９０例，两组均常规给予体位护理，在此基础上治疗组加用针灸干预，干预周期为１４ｄ,"{'老年功能性便秘早期': '西医诊断', '针灸': '中医治疗'}"
马来酸曲美布汀，中医辨证论治，肠易激综合征，临床疗效,{'肠易激综合征': '西医诊断'}
治疗组予脂肝丸口服，对照组予安慰剂模拟脂肝丸口服,{'脂肝丸': '中医治疗'}
肠宁汤治疗腹泻型肠易激综合征４０例疗效观察,{'肠宁汤': '方剂'}
胃炎；萎缩性；脾胃湿热；中药疗法；胃泌素类,{'脾胃湿热': '中医证候'}
遂用湿热黄疸汤原方７剂,{'湿热黄疸汤': '方剂'}
方法：回顾性总结我院收治的慢性功能性便秘患者４０例资料,{'慢性功能性便秘': '西医诊断'}
方法：①选择２００４－０９／２００５－０９河南商丘医专附院消化内科收治的功能性消化不良患者１２９例,{'功能性消化不良': '西医诊断'}
西医诊断：发热待查,{'发热': '临床表现'}
四诊：腹胀及肝脾肿大大减，无压痛，腹部柔软，舌苔白腻微黄，脉细微弦,"{'肝脾肿大': '临床表现', '压痛': '临床表现', '腹部柔软': '临床表现', '苔白腻': '临床表现'}"
莫沙比利５ｍｇ每日３次，六味能消胶囊２粒每日３次，均餐前口服,{'六味能消胶囊': '中医治疗'}
穴位注射联合贴敷治疗痰瘀型非酒精性脂肪肝,"{'穴位注射': '中医治疗', '痰瘀': '中医证候', '非酒精性脂肪肝': '西医诊断'}"
药下腹痛异常剧烈，频频泻下黑水便３天，尔后倦怠乏力，遂调理休养旬日，诸症皆失，病遂告愈,{'腹痛': '临床表现'}
功能性消化不良；健脾和胃汤,{'功能性消化不良': '西医诊断'}
结论：健脾舒肝方治疗功能性消化不良可以更好改善临床症状，提高疗效,"{'健脾舒肝方': '方剂', '功能性消化不良': '西医诊断'}"
茯苓３０ｇ,{'茯苓': '中药'}
目的：观察通元温针灸法、通元针刺法与针刺法治疗肝郁乘脾型腹泻型肠易激综合征（ＩＢＳ）的临床疗效，分析其临床应用价值,"{'针刺': '中医治疗', '肝郁乘脾': '中医证候', '腹泻型肠易激综合征': '西医诊断'}"
方法：将１００例患者随机分为治疗组和对照组，治疗组口服枳实消痞汤，每日１剂，对照组口服枸橼酸莫沙比利，每次１０ｍｇ，每日３次，２组均治疗４周,{'枳实消痞汤': '方剂'}
１０月３０日复查肝功，接近正常，除略感疲乏外，无其它症状,{'疲乏': '临床表现'}
苏子１０ｇ,{'苏子': '中药'}
４克、黄柏６克、炮姜炭３克、淡附片４,"{'黄柏': '中药', '淡附片': '中药'}"
柴枳平肝汤治疗功能性消化不良肝胃不和证的临床观察,"{'柴枳平肝汤': '方剂', '肝胃不和': '中医证候'}"
对照组患者予口服多潘立酮片，治疗组患者予原络配穴法针刺结合口服四磨汤，疗程１４ｄ,{'原络配穴法': '中医治疗'}
中医：厌食（胃阴亏虚）,"{'厌食': '中医诊断', '胃阴亏虚': '中医证候'}"
慢性萎缩性胃炎；香砂六君子汤；西沙比利,"{'慢性萎缩性胃炎': '西医诊断', '香砂六君子汤': '方剂'}"
４剂后，黄疸尽退，原方稍出入，续服１２剂以资巩固,{'黄疸': '中医诊断'}
痛泻要方加味治疗腹泻型肠易激综合征４５例,{'腹泻型肠易激综合征': '西医诊断'}
六味能消胶囊；功能性消化不良；临床观察；,{'功能性消化不良': '西医诊断'}
方法：将９８例功能性消化不良患者随机分为两组,{'功能性消化不良': '西医诊断'}
症见：乏力，腹胀，下肢浮肿，眼睑浮肿，肝区疼痛，鼻出血，消化道出血，大便潜血，小便色如浓茶，舌红、苔黄腻，脉沉弦细,"{'乏力': '临床表现', '腹胀': '临床表现', '下肢浮肿': '临床表现', '眼睑浮肿': '临床表现', '肝区疼痛': '临床表现', '鼻出血': '临床表现', '大便潜血': '临床表现', '苔黄腻': '临床表现', '脉沉弦细': '临床表现'}"
为观察铁皮枫斗颗粒（胶囊）治疗慢性萎缩性胃炎气阴两虚证的临床疗效，将１８５例患者随机分为铁皮枫斗颗粒组（７３例）、铁皮枫斗胶囊组（７６例）和生脉胶囊组（３６例），观察各组治疗前后症状积分等指标，疗程均为３０天,{'慢性萎缩性胃炎': '西医诊断'}
方法：通过对我院２０１３年１月～２０１５年２月门诊收治的７２例脾胃虚寒型Ｈｐ（幽门螺杆菌）阳性慢性萎缩性胃炎患者临床资料做回顾性分析,{'脾胃虚寒': '中医证候'}
舌质红、苔黄厚而干，左脉沉实有力，右脉弦数,{'苔黄厚而干': '临床表现'}
方法：ＦＤ患者６７例，随机分入治疗组３４例，以＂老十针＂合调神法配合走罐治疗,{'老十针': '中医治疗'}
结论：麻枳降浊方治疗便秘型肠易激综合征的疗效与复方芦荟胶囊、西沙必利片相当，但在远期疗效及降低复发率上优于二者，疗效确切,"{'麻枳降浊方': '方剂', '便秘型肠易激综合征': '西医诊断'}"
两组均穴取中脘、足三里、内关、公孙、气海、脾俞、胃俞，温通针法组在中脘穴采用＂温通针法＂操作，常规针刺组在中脘穴操作施捻转补法，两组均每日治疗１次，５ｄ为一疗程，连续治疗３个疗程,{'温通针法': '中医治疗'}
目的：探讨益气健脾、滋阴润肠通便法治疗功能性便秘（气阴亏虚型）的临床疗效,"{'功能性便秘': '西医诊断', '气阴亏虚': '中医证候'}"
萎胃通调汤合穴位注射对慢性萎缩性胃炎患者ＣＯＸ－１、ＧＳＴ－π的影响,"{'穴位注射': '中医治疗', '慢性萎缩性胃炎': '西医诊断'}"
１剂后，解大便１次，量不多，色黑，臭秽，腹胀腹痛略减，无明显呕吐,"{'腹痛': '临床表现', '呕吐': '临床表现'}"
二诊：病人服药１４剂，自觉呼吸状态好转，心悸气短明显减轻，夜间可以平卧，口唇、爪甲、颜面紫绀明显减轻，腹水有所减少，听诊双肺仍可闻湿啰音，但范围程度较前明显减轻，大便排出基本通畅，２日１行，尿量增加，一昼夜为１３００ｍＬ,"{'气短': '临床表现', '紫绀': '临床表现', '尿量增加': '临床表现'}"
２００３年１２月因面黄、乏力、浮肿、恶心呕吐２个月经某大学附院诊断为尿毒症,"{'浮肿': '临床表现', '尿毒症': '西医诊断'}"
目的：观察舒肝片治疗肝胃不和型功能性消化不良患者胃排空的疗效,"{'肝胃不和': '中医证候', '功能性消化不良': '西医诊断'}"
证候学研究；慢性萎缩性胃炎；聚类分析,{'慢性萎缩性胃炎': '西医诊断'}
２诊：腹水已消去一半多，体重减轻１０ｋｇ,{'腹水': '中医诊断'}
处方：柴胡１０克，炒白芍３０克，栀子１０克，丹皮１０克，当归１５克，板蓝根３０克，郁金１０克，川楝子１０克，元胡１０克，甘草１０克，丹参３０克，水煎服１４剂后痊愈,"{'柴胡': '中药', '炒白芍': '中药', '栀子': '中药', '丹皮': '中药', '当归': '中药', '板蓝根': '中药', '郁金': '中药', '元胡': '中药', '甘草': '中药', '丹参': '中药'}"
２组均治疗５天后比较临床疗效，评定小儿便秘实证型、虚证型中医证候积分和便秘症状积分，比较不良反应发生情况和随访３月复发率,"{'实': '中医证候', '虚': '中医证候'}"
合募配穴治疗功能性消化不良临床观察,"{'合募配穴': '中医治疗', '功能性消化不良': '西医诊断'}"
痛泻要方加味治疗肠易激综合征（腹泻型）肝郁脾虚证临床研究,{'肝郁脾虚': '中医证候'}
功能性便秘；麻仁润肠丸；穴位埋线,{'穴位埋线': '中医治疗'}
中医辨证是瘀热互结之蓄血证，拟用桃仁承气汤加减,"{'瘀热互结之蓄血证': '中医证候', '桃仁': '中药'}"
目的探讨中西医结合治疗方案治疗胃食管反流病（ＧＥＲＤ）的疗效,{'胃食管反流病': '西医诊断'}
对照组采用常规西药治疗，观察组在对照组基础上口服三九胃泰冲剂和针刺中脘、内关、足三里、气海等穴位，两组均连续治疗１２周后评价其临床疗效,{'针刺': '中医治疗'}
目的：观察消痞愈萎汤联合埋线疗法治疗慢性萎缩性胃炎并肠上皮化生临床价值,"{'埋线疗法': '中医治疗', '慢性萎缩性胃炎并肠上皮化': '西医诊断'}"
通降舒膈汤治疗胃食管反流病肝胃不和证疗效观察,"{'通降舒膈汤': '方剂', '肝胃不和': '中医证候'}"
安胃汤；功能性消化不良；寒热错杂证；胃动素；胃泌素,"{'安胃汤': '方剂', '功能性消化不良': '西医诊断'}"
上方麻黄加至９ｇ，令其药后覆被促其汗出,{'麻黄': '中药'}
患者经治睡眠好转，脾虚湿阻之象凸显，故治以健脾渗湿，益气活血安神,{'安神': '中医治则'}
中医辨证治疗功能性便秘的临床研究,{'功能性便秘': '西医诊断'}
香砂温中汤治疗慢性萎缩性胃炎３０例,"{'香砂温中汤': '方剂', '慢性萎缩性胃炎': '西医诊断'}"
《本草求真》中论酒味有甘有辛，有苦有淡，而性皆属热，甘则缓中，热瘀寒滞者忌用，此患者过饮醇酒，致生湿助热，湿热蕴结，气滞痰凝血瘀，经络阻滞不通，不通则痛，故足心痛又作,{'经络阻滞不通': '中医证候'}
导滞散结合中医穴位按摩对慢性功能性便秘患者的治疗效果评价,"{'中医穴位按摩': '中医治疗', '慢性功能性便秘': '西医诊断'}"
苦参碱注射液；脾胃培源方；慢性萎缩性胃炎,"{'苦参碱注射液': '西医治疗', '慢性萎缩性胃炎': '西医诊断'}"
目的：探讨益气、健脾、疏肝类中药配伍治疗慢性萎缩性胃炎的疗效．方法：采用自拟益胃汤（黄芪、炒白术、炒白芍、柴胡、鸡内金等）治疗慢性萎缩性胃炎４８例．结果：总有效率８９．５％．提示：本方有改善本病症状及胃粘膜之作用．,"{'慢性萎缩性胃炎': '西医诊断', '益胃汤': '方剂', '黄芪': '中药', '炒白术': '中药', '炒白芍': '中药', '鸡内金': '中药'}"
１０天前，因腹痛来本院就诊，诊断为肠梗阻，对症治疗略缓解，惟口腻，胃脘胀满，便秘未解,"{'肠梗阻': '西医诊断', '口腻': '临床表现', '胃脘胀满': '临床表现', '便秘': '临床表现'}"
此乃血虚，气不化水，三焦不通，气不流津，水气泛溢，致水气病（阴水）,{'水气病（阴水）': '中医诊断'}
疏肝和胃方；四逆散；肝胃不和；功能性消化不良；劳绍贤,"{'肝胃不和': '中医证候', '功能性消化不良': '西医诊断'}"
辨证仍为湿热中阻，脾胃升降失调，木郁土壅,"{'湿热中阻': '中医证候', '脾胃升降失调': '中医证候', '木郁土壅': '中医证候'}"
非酒精性脂肪肝／中医药疗法；化痰行瘀方／治疗应用；陈皮；半夏；茯苓,"{'非酒精性脂肪肝': '西医诊断', '陈皮': '中药', '半夏': '中药', '茯苓': '中药'}"
治以活血化瘀、利湿退黄，药用隔下逐瘀汤合茵陈蒿汤加减：桃仁、红花、赤芍、延胡索、枳壳、郁金各１０ｇ，当归、丹参、香附子、薏苡仁、茯苓各１５ｇ，川芎９ｇ，茵陈３０ｇ,"{'退黄': '中医治则', '逐瘀汤': '方剂', '茵陈蒿汤': '方剂', '桃仁': '中药', '红花': '中药', '赤芍': '中药', '延胡索': '中药', '枳壳': '中药', '郁金': '中药', '当归': '中药', '丹参': '中药', '香附子': '中药', '薏苡仁': '中药', '茯苓': '中药', '川芎': '中药', '茵陈': '中药'}"
观察两组患者临床症状（胃胀、胃痛、嗳气、烧心等）、胃镜、病理、汉密尔顿抑郁量表（ＨａｍｉｌｔｏｎＤｅｐｒｅｓｓｉｏｎＳｃａｌｅ－１７,"{'胃胀': '临床表现', '胃痛': '临床表现', '嗳气': '临床表现', '烧心': '临床表现'}"
增液行舟法治疗老年功能性便秘１８０例,{'老年功能性便秘': '西医诊断'}
结论子午流注电针配合辨证取穴在治疗肝郁气滞型功能性消化不良方面效果明显,"{'子午流注电针': '中医治疗', '肝郁气滞': '中医证候', '功能性消化不良': '西医诊断'}"
胃康宁治疗功能性消化不良寒热错杂证患者的心理疗效观察,"{'胃康宁': '中医治疗', '功能性消化不良': '西医诊断'}"
经加味逍遥散治疗后，无论是餐前或餐后上述各值均有改善,{'加味逍遥散': '方剂'}
功能性消化不良；柴胡疏肝散；胃动力；胃肠激素,"{'功能性消化不良': '西医诊断', '柴胡疏肝散': '方剂'}"
证属脾虚胃热，治当健脾清胃,"{'脾虚胃热': '中医证候', '清胃': '中医治则'}"
结论解郁消痞汤能提高功能性消化不良伴焦虑状态的疗效，改善焦虑状态,{'功能性消化不良伴焦虑': '西医诊断'}
当归、赤芍、红花活血祛瘀,"{'当归': '中药', '红花': '中药'}"
７４％，脾虚痰湿型有效率７５,{'脾虚痰湿': '中医证候'}
四磨汤对肝脾气滞型功能性消化不良患者的临床疗效及对血清中生长抑素及Ｐ物质的影响,"{'肝脾气滞': '中医证候', '功能性消化不良': '西医诊断'}"
四诊、五诊肿块消失，面色红润，精神大振，判若两人，能自行来院门诊,{'面色红润': '临床表现'}
二诊（１９９７年１２月８日）：诸恙已缓，二便调而少畅，苔薄腻，质淡紫，脉沉细，守前法加减调摄,"{'诸恙已缓': '临床表现', '二便调而少畅': '临床表现', '苔薄': '临床表现'}"
中医诊断：胸痹心水,{'胸痹心水': '中医证候'}
方法：将２０６例符合标准的ＣＡＧ胃癌前期病变患者，随机分为夏连薏英汤治疗组１２０例和维酶素对照组８６例进行临床疗效观察,{'夏连薏英汤': '方剂'}
症见：乏力气短，食欲不振，腹胀明显，双下肢轻度浮肿，小便黄少,{'腹胀': '临床表现'}
方以双解散加减,{'双解散加减': '方剂'}
故在茵陈蒿汤原方剂量作增减，诚如王孟英所说：“设投重药，不但已过病所，病不能去，而无病之地，反遭其克伐,{'茵陈蒿汤': '方剂'}
结论黄芪通络汤辅助治疗脾胃虚寒型Ｈｐ阳性慢性萎缩性胃炎患者疗效肯定，能明显缓解患者临床症状，其作用机制可能与改善患者血清胃蛋白酶原、胃泌素水平有关,{'脾胃虚寒': '中医证候'}
六味安消联合曲美布汀治疗便秘型肠易激综合征的疗效观察,"{'六味安消': '中医治疗', '便秘型肠易激综合征': '西医诊断'}"
西医分功能性便秘和器质性便秘，其中以功能性便秘最为常见,{'功能性便秘': '西医诊断'}
方法：将１０５例ＦＤ患者随机分为辨证针刺组、普通针刺组和非穴位针刺组，每组３５例,{'辨证针刺': '中医治疗'}
